full_text,english_text
apakah ada suap kpd pentolanpengurus pssi dari para emir dari bahrain dan arab saudi agar timnas kita tdk lolos pidun dan salah satu usaha itu dgn memecat shin tae yong smg dugaan ini tdk benar ,Is there a bribe to the leader of the PSSI leader from the Emir from Bahrain and Saudi Arabia so that our national team does not pass Pidun and one of the efforts by firing Shin Tae Yong Smg this allegation is incorrect
soal pemecatan shin tae yong menpora sudah lakukan pembahasan dengan erick thohir ,about the dismissal of Shin Tae Yong Menpora has been discussing with Erick Thohir
 terimakasih shin tae yong,Thank you Shin Tae Yong
shin tae yong entrtainmnt patrick kluivert entrtainmnt kek laen sa dngar,Shin Mother Yong Entertainment Patrick Calivard Entertainment Cake Lane
satu satunya yg bisa membatalkan penunjukan patrick kluivert oleh pssi adalah fans buat gerakan kalo perlu turun ke jalan kita tolak sebelum terlambat patrick ga bisa diharapkan men track recordnya buruk kalo mau ganti shin tae yong harus pelatih yg berkelas dan berkualitas ,the only one who can cancel the appointment of Patrick Kluivert by PSSI is a fan for movement if we need to go down to the streets we refuse before it's too late Patrick can not be expected to track the record is bad if you want to replace Shin Tae Yong must be a classy and quality coach
siapa yang masih mengenang hype piala aisa 23 ketika coach shin tae yong dan timnas ngalahin korea shintaeyong timnasindonesia,Who still remembers the 23 AISA Cup Hype when coach Shin Tae Yong and the national team defeated Korea Shintaeyong in the Indonesian National Team
shin tae yong ngopo langsung dipecat biasane budaya kita nek raiso kerjo cukup dimutasi ,Shin Tae Yong Ngopo immediately fired in our culture Nek Raiso Caro
mbah dukun tolong coba trawangkan orang ini auranya gelap apa terang ya berani beraninya dia menggantikan shin tae yong,"Mbah shaman please try to trawl this person, his aura is dark, what is the brightness, dare to dare, he replaces Shin Tae Yong"
satu lagiii beritanya coach shin tae yong bener dadakan bgt anjg,One more news coach Shin Tae Yong is really impromptu
here we go pssi buang emas pilih tai apa nasib timnasindonesia oleh politisi urus olahraga yang tahun 2015 pecat roberto mancini ganti frank de boer di inter milan dan sekarang tahun 2025 pecat shin tae yong datangkan patrick kluivert ini ,Here we go PSSI Discard Gold Choose Tai What's the fate of the Indonesian National Team by the Sports Paritician who in 2015 fired Roberto Mancini Changed Frank De Boer at Inter Milan and now in 2025 Fire Shin Tae Yong Brought Patrick Kluivert
pemain pemain ini profesional mereka sadar kalo main buat negara bukan buat sosok tertentu bukan shin tae yong bukan et siapapun pelatih berikutnya yakin bakal tetep total masalahnya lagi lagi rasa sayang ke timnas indonesia dieksploitasi bukan cuma kita pemain juga ,"These players are professional, they realize that playing for the country is not for a particular figure, not Shin Tae Yong is not the next, the next coach is sure that the problem will still be more affection for the Indonesian national team, not just us players too"
ini negara benar benar darurat judi online mana menteri yang pas dia menjabat ada kasus dekingan judol malah dibiarkan parahnya kelakuan polisi ini uang haram pun dia judikan anjing jokowirajakorup fabrizio mizuki adminnya shin tae yong susunya arne slot pbsi ,"This country is really an online gambling emergency where the minister who is right in office is that there is a case of the judol's side, instead left the severe behavior of this police, he also judged the Jokowirajakorup Dog Fabrizio Mizuki Admin Shin Tae Yongnya Arne Slot Pbsi Slot"
pssi gak mikir kedepan apa ya sudah kelihatan timnas berkembang di tangani shin tae yong ehhh dapat kabar malah di pecat pemikiran apaan kayak gt gak habis pikir gueee,"PSSI doesn't think in the future, it looks like the national team is developing in the handling of Shin Tae Yong, ehhh, I got word, but what kind of thought is like GT, I can't understand me"
 yang ngelemparin telur apa segala macam itu pada shin tae yong saat jadi pelatih korea apa namanya itu gw bukan pembela tohir towel dan pundit media berita olahraga apa lah itu,"what is throwing eggs what kind of that is to Shin Tae Yong when he is a Korean coach, what is his name, I'm not a defender tohir Towel and the pundit media of sports news what is it"
komentar sedih ernando ari usai shin tae yong dipecat pssi sebut jasa besar sang pelatih dalam kariernya ,"Sad comments Ernando Ari after Shin Tae Yong was fired by PSSI, calling the great service of the coach in his career"
anda adalah pelatih timnas indonesia terbaik yang pernah saya liat meski tidak mempersilahkan piala namun bersamamu timnas benar benar berkembang pesat terima kasih coach shin tae yong ,"You are the best Indonesian national team coach I have ever seen even though I don't invite the trophy, but with you the national team is really developing rapidly, thank you coach Shin Tae Yong"
 ardianzrizki apakah anda puas dengan kinerja shin tae yong ,Ardianzrizki Are you satisfied with Shin Tae Yong's performance
terimakasih shin tae yong timnas resmi downgrade ,Thank you Shin Tae Yong National Team officially downgrade
 dpr bakal panggil pssi minta penjelasan shin tae yong dipecat ,The DPR will call PSSI asking Shin Tae Yong's explanation to be fired
tapi mau bgmn lagi bila ada desakan dr sponsor tdk akan menggelontorkan dana utk timnas dibawah shin tae yong dan pemerintah yg baru lepas tangan utk masalah dana timnas,But what else can I do if there is a pressure from the sponsor will not pour funds for the national team under Shin Tae Yong and the new government off for the national team funding problems
sedikit lagi finish proses pengerjaan lapangan futsal tinggal sedikit lagi kami akan pastikan hasilnya memuaskan dan sesuai harapan tunggu update selanjutnya shin tae yong adminnya pemanasan susunya van gaal ,a little more finishing the process of working on the futsal field left a little more we will make sure the results are satisfying and according to the expectation waiting for the next update Shin Tae Yong admin Warming the milk Van Gaal
breaking news patrick kluivert sepakat jadi pelatih timnas indonesia gantikan shin tae yong ,Breaking News Patrick Kluivert agreed to be the Indonesian national team coach to replace Shin Tae Yong
kiper timnas indonesia maarten paes merespons pemecatan shin tae yong oleh pssi dia mengucapkan terima kasih kepada juru taktik korea selatan itu ,Indonesian national team goalkeeper Maarten Paes responded to the dismissal of Shin Tae Yong by PSSI he thanked the South Korean tactician
semoga karir mu sukses coach shin tae yong terimakasih sekali lagi ,"I hope your career is successful coach Shin Tae Yong, thank you again"
 ya allah kenapa aku gak tau kenapa shin tae yong berhenti,O Allah why I don't know why Shin Tae Yong stops
berapa uang yg harus dikeluarkan pssi usai pecat shin tae yong 1 kompensasi kontrak sty dan staff nya padahal baru diperpanjang 2 tahun 2 kontrak pelatih baru dan staff nya 3 kontrak direktur teknik baru kayaknya cashflow pssi aman nih pssi styout kluivertout ,How much money to spend PSSI after fired Shin Tae Yong 1 compensation for its Sty and staff contracts even though only 2 years 2 years 2 new coach contracts and staff 3 contracts new technical director like Cashflow PSSI is safe PSSI Styout Kluivertout
pdhl kalo dilihat dari timnas arab saudi dgn mengganti pelatih malah tdk menjadi lebih baik dan bisa kalah dari timnas dibawah shin tae yong,"In fact, when viewed from the Saudi Arabian national team and change the coach, it doesn't even become better and can lose to the national team under Shin Tae Yong"
geger ternyata ini sosok pelatih yang jadi pengganti shin tae yong ,Geger turns out this is the figure of the coach who is a substitute for Shin Tae Yong
terimakasih coach shin tae yong ,Thank you Coach Shin Tae Yong
ya ppn ya penembakan ya makan siang gratis ya tunjangan dosen ya shin tae yong seneng amat nyiksa opini masyarakat ,"Yes, VAT, the shooting is free lunch, yes, lecturer allowance, Shin Tae Yong, very torture public opinion"
 belum siap ditinggal shin tae yong ,Not ready to leave Shin Tae Yong
huush ah ada2 aja tapi sumpah ngakak gimana ya nasib adminnya skrg pssi shin tae yong patrick kluivert korsel downgrade,hush a there aja aja but the oath of gimana ya fate now shint tae patriever patrick downgrad
kesalahan pssi di piala aff menurunkan timnas u22 dgn kualitas yg under dan tdk bisa memenuhi keinginan shin tae yong,PSSI's error in the AFF Cup dropped the U22 national team with an under quality and could not fulfill Shin Tae Yong's wishes
kata siapa cowok gabisa patah hati coba tanyain fans timnas yang ngikutin shin tae yong dari awal ngelatih timnas kita passing bola hari patah hati cowok nasional jatuh di tanggal 06 januari ,Says who Cowok Gabisa's heartbroken Coba asked Timnas Fans who followed Shin Tae Yong from the beginning of TimNas we passed the ball of the National Heartbeat Fall on January 06
 begini respons shin tae yong usai dipecat pssi ,This is Shin Tae Yong's response after being fired by PSSI
cocok sih pelatih penjudi trs di setir mafia mantap perfect combo maut menuju downfall era erik thohir pssi mafia shin tae yong,It is suitable for gamblers trainers in the steering wheel of the MAFIA MANTAP Perfect Combo Death to the Erik Thohir PSSI era downfall Mafia Shin Tae Yong
breaking news patrick kluivert sebagai pelatih baru timnas indonesia 1 patrick kluivert dikabarkan akan menjadi pelatih timnas indonesia menggantikan shin tae yong yang dipecat senin 6 1 2025 2 performa patrick kluivert sebagai pemain memang tak diragukan saat menjadi ,Breaking News Patrick Kluivert as the new coach of the Indonesian National Team 1 Patrick Kluivert is rumored to be the coach of the Indonesian national team replacing Shin Tae Yong who was fired on Monday 6 1 2025 2 Patrick Kluivert's performance as a player was no doubt when becoming
terima kasih coach shin tae yong ,Thank you Coach Shin Tae Yong
patrick kluivert gantikan shin tae yong yang dipecat pssi menurut media belanda ,Patrick Kluivert replaced Shin Tae Yong who was fired by PSSI according to Dutch media
 banyak akun sampah yang menghujat shin tae yong entah pengen pansos bansos apa kek anjing daripada buang energi ramein tweetnya yang kek sampah itu lebih baik langsung blokir suasana hati sedang kacau jadi batasin berinteraksi dengan yang kontra dulu,"Many garbage accounts blaspheme Shin Tae Yong, whether you want a social assistance, what is the dog than to remove the energy of the rip -ranking, the garbage is better to block the mood, it is chaotic so it is a limit to interacting with the cons first"
terima kasih coach shin tae yong sudah bersama membangun timnas indonesia dari minus bukan dari nol ,Thank you Coach Shin Tae Yong for jointly building the Indonesian national team from Minus not from zero
marselino ferdinan seperti kehilangan dunia setelah shin tae yong diberhentikan ,Marselino Ferdinan seemed to lose the world after Shin Tae Yong was dismissed
dari pertama shin tae yong resmi dipecat sampe sekarang banyak banget yg kasih liat kedekatan coach shin amp pemainnya tega banget sih pssi amp et pake alasan dinamika timnas strategi yg disetujui pemain dll padahal merekanya sendiri juga kayak sayang banget ke sty ,From the first time Shin Tae Yong was officially fired until now there are so many who give you the closeness of the coach Shin amp players really have the heart to use the reasons for the dynamics of the national team strategy that is approved by players etc.
banyak akun sampah yang menghujat shin tae yong entah pengen pansos bansos apa kek anjing daripada buang energi ramein tweetnya yang kek sampah itu lebih baik langsung blokir suasana hati sedang kacau jadi batasin berinteraksi dengan yang kontra,"Many garbage accounts blaspheme Shin Tae Yong, I don't want a social assistance, what is the dog, rather than removing the energy of the rip -ripped, the garbage is better to block the mood, it is chaotic so it is a limit to interacting with the cons"
